order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
3356e6fe-a806-45a8-943e-178570b96bf7,ace0ab37-de77-40d0-b8b3-fe9fa528f96c,Eric Tate,12a406b0-a475-4dca-846f-ac4d620f422b,Bed,Furniture,UPI,9,367.65,2021-08-19 22:20:48,Canada,Port Megan,Flipkart,ecde919f-0b07-4c9f-adb8-6bea47bd26ce,Y,
62a66f80-9a50-4ce2-be2e-271a53ee8f77,ef4b064a-22c6-4955-867c-9d5d6e57b92d,Bailey Murphy,0cd365be-5e26-462f-8035-6a604a9ea287,Eggs,Grocery,UPI,3,491.35,2022-05-21 21:33:03,Brazil,North Jonfort,Myntra,b1e6e918-27e1-43d3-9f83-a12276af76e2,Y,
47fb9095-f3b6-4632-98da-2a926f0e3d45,716a159f-3d9e-44a1-9b7d-8576ec86d90f,Cynthia Chang,8e74f236-797a-4094-957a-15e99f266271,Tennis Racket,Sports,card,3,47.92,2024-04-23 19:14:23,Australia,Baldwinland,Meesho,84930f16-acd4-4e23-acf8-f52e707022a4,Y,
158a91a2-c18c-432a-92e4-1f507eae0ef6,90c54c18-7722-4f37-b076-4487db0fc8b0,Courtney Walsh,c0d3663e-7a9d-4c3f-b319-0dbf122c5552,Jeans,Clothing,Wallet,1,134.24,2023-10-08 22:28:49,Australia,South Johnny,Myntra,1a5647bd-9da3-4691-a891-4c2491424ad8,Y,
16369c23-2831-4c7f-95f5-01fd9855362b,9e80970e-c750-4e95-afa9-02cada3ffcaf,Yvette Thomas,32812475-aa93-4543-b6b1-4968bf804d46,Table,Furniture,UPI,8,85.19,2020-10-13 06:28:02,India,Evanshaven,Myntra,794923d3-7a6d-49bd-92b0-d7aa4dd2181c,N,End conference model tell add defense lay.
40e1a156-c159-4a90-9fb2-aa62865759db,d0e8f4d2-47d2-42a1-ae24-ce4a5091e19e,Katherine Taylor,c5fd040d-7e35-4193-887a-869dcd52f386,Textbook,Books,Wallet,2,186.42,2023-06-05 16:41:52,Canada,Lake Lauren,Meesho,d7739dec-37ae-4da7-a839-add8d84d1cb7,Y,
3417302b-ccfa-431e-8656-41d75c3d172c,e7b3f2c4-b939-40d4-9dd1-fe1de1845d84,Nicholas Levine,8736233c-4e63-4568-b8d4-d994438486f3,Vegetables,Grocery,UPI,5,56.83,2024-07-24 00:42:10,Australia,Burketown,eBay,15f0e9e1-effc-466a-8e17-16c577edf5e9,Y,
9f4a7790-72ab-4380-ba19-ea739d5c1c2b,bafbc8a4-825a-42d9-b8d7-bb7c5bc4dbd7,Jennifer Gonzalez,c501f5ea-7984-490a-b15a-3729c8d91545,Camera,Electronics,UPI,2,107.77,2024-04-02 12:23:56,Canada,Brandonborough,Flipkart,b2ee95d5-4692-4492-85f4-adf5a92ec3ed,N,Myself fly event act.
75c3585f-522d-40c7-9b0c-6ad6efd25c04,9437f643-830b-46db-990b-187a82571471,Kimberly Rice,19b06e5d-ec69-43fe-bf4a-a02b796d45dd,Tablet,Electronics,UPI,9,431.87,2020-06-09 01:40:39,India,Michaelshire,eBay,4f749ebd-7657-463c-a3c6-29b11d8961d7,N,Role impact bag less listen the.
7af00928-4eb8-4a1a-a428-b67989310b60,63410541-3727-4a9f-a671-90440ce129a3,James Williams,a4de11cf-290e-4220-91cc-86edd04fafee,Sofa,Furniture,Wallet,6,217.54,2022-08-05 16:09:23,Canada,West Jacquelineton,Meesho,a68dd884-ebaa-45ff-bc1d-ff221be3af38,N,Front politics imagine gas region.
fda9b50e-0123-4e17-83dc-05b85746a569,b791c235-21b6-48da-92aa-a42d051759a5,Pamela Gray,677d2bcc-effa-4329-a33e-500d441ffd89,Camera,Electronics,card,6,254.8,2020-09-18 18:31:33,Australia,Rosalesmouth,Flipkart,40f69028-ab76-4a50-a36b-90d5d5ca41bb,Y,
943f9c58-530c-4b58-a279-eba8372583f6,16601e11-7109-4ae8-bde6-b2f85e787e39,Raymond Callahan II,5cb37370-d301-4529-935d-c738c2df6ce4,Textbook,Books,Internet Banking,4,-100.0,2020-01-04 17:07:49,India,Lake Maryberg,Flipkart,c9963069-5d71-4a1f-b4ae-c729cfc05f79,N,Network here thus investment.
fd245617-17ff-456c-b0d1-3861aa1280e7,eb03a4de-d53a-43f0-a0c6-ded774fa24ad,Michelle Mann,2a4c2a8c-7741-40ee-81d6-55030595304c,Table,Furniture,UPI,4,477.21,2020-09-08 08:01:59,Australia,Lindaburgh,Meesho,dd7a6a4d-1412-457f-a1d1-2653a3e114fc,N,Action claim chance her ability level stay.
6a1dac1c-d116-4538-a849-f54fb8e960fb,9787d25a-a9f1-4602-b0d9-7afd7a5e9799,Alan Brooks,25610ef3-be17-415d-b43d-dbeac13e4773,Tennis Racket,Sports,Internet Banking,4,367.41,2023-12-05 09:12:37,Germany,North Victoriaberg,eBay,f231c917-c315-453a-baeb-f9cda1aa3ba5,N,Save increase point effect lot.
820bb72b-22e1-451d-a767-e31f8176c3ea,c6adabd0-e115-4278-b630-3155401ed18b,Mark Reed,4686b75b-490b-4f40-870c-b1c2f8412c92,Laptop,Electronics,Internet Banking,7,316.03,2021-10-02 11:39:15,Australia,Angelamouth,Meesho,b6101c94-c525-4904-8a3a-125c9fb46d50,Y,
cbb2a5d3-38a6-413a-b357-0d19dbabdc6b,2bb65706-3797-4dc3-a096-10b941830e99,Shannon Morgan,50e3d079-e77e-4a93-81e5-8868e51aea72,Eggs,Grocery,card,5,314.9,2021-06-08 22:59:36,Germany,New Madisonstad,Myntra,ea8fea4c-4187-4bd7-914e-855317f9e6bb,N,Heart short treatment manage.
c16354fe-ec61-488b-bb2e-168b308213a1,c5ce74d0-5924-48f8-a3c9-57cb026babde,Alexander Knight,ccb01cfa-1144-4501-a22f-41d1ce4a46cf,Basketball,Sports,Wallet,6,151.72,2020-10-22 06:57:07,Australia,West Donna,Meesho,7ffe2461-573d-4359-a5e3-cbdce0f27a39,Y,
29cd6505-1578-4a61-b1d0-c792a94ac3ad,85dd8b9b-fc32-44f4-938f-8ee520efc6ca,Amy Ortiz,5943a024-fc94-441d-bf24-12283005264e,Eggs,Grocery,Internet Banking,7,353.17,2020-11-14 03:02:48,Brazil,Matthewstad,Meesho,a490bab7-39e0-4372-a4b2-6571cd4d2832,N,Program family food change country night name.
3397a95f-3368-48ab-beaa-8c682e05fa1b,ac4e7011-3292-4ceb-a67e-7095285c8d25,Ashley Adkins,5327a09d-e6e3-43e5-957f-0f68828e833d,Milk,Grocery,card,7,85.68,2021-04-14 03:55:17,Canada,Lake Jennaton,Amazon,e70fd884-237d-4fba-86c5-23f3ce9c63f4,Y,
0a1c49b8-71c2-4032-9596-dea1490376e8,ee40dcec-c3d7-4828-b6ff-a86043ce733f,Michael Ryan,63c44a6b-1274-4800-941d-6183ecd3c001,Chair,Furniture,card,1,455.1,2024-08-08 10:46:13,United States,Ryanstad,Flipkart,1ca36f2d-c70f-4e6e-a7e2-1b4b78ec3172,Y,
4cae1361-e511-4c4c-948c-7a7f4de5b934,3146a064-c227-46ae-bd5e-96f4eedf80ff,Alexandra Garcia,5651855e-43b0-4272-afa7-e054cb766531,Dress,Clothing,Wallet,5,265.76,2021-02-07 06:54:42,India,New Richardchester,Myntra,89eaa1e2-5b02-4e0f-9f42-47c18ddfb66b,N,Including relate me.
73a6abe5-4ec1-4f92-98ee-88cfaa23971f,d2ad7c97-6ec7-450e-a6c2-e0c57802ab78,Andrew Wilson,9255fd2e-8680-4003-85be-a94a03f4d2e3,Camera,Electronics,Unknown,9,163.92,2020-01-20 18:58:41,Unknown,Lindaport,Flipkart,019b7912-f69d-4955-bdfe-b92713339984,Y,
ac37775e-0c8c-448a-84b7-b8f36b920aff,60037fdc-f9c0-4da5-8d83-0bf7abde0b26,Paul Molina,a4987c41-dfcf-4395-a4ee-1ae3447994dc,Football,Sports,Wallet,9,0.0,2020-08-01 10:02:49,Unknown,Michaelfurt,eBay,c123e79e-6966-4b28-ae7f-b7d395b58954,N,Remember be many.
